skill_id,skill_name,level
0301,C/C++,75
0302,Java,85
0303,Bash,95
0304,Perl,99
0305,Python,98
0306,R,80
0307,Scala,55
0308,SQL,85
0309,PL/SQL,80
0310,Transact-SQL,65
0311,PHP,80
0312,Pig,70
0313,Tcl/Tk,80
